Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Total_sales,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O10261,2023-04-12,WH-009,P67942,Groceries,3,258.52,775.56,Air,519,1,No,On-Time
O10262,2023-05-16,WH-004,P17671,Toys,35,402.56,14089.6,Sea,338,1,Yes,Cancelled
O10263,2023-06-21,WH-010,P61506,Electronics,4,443.83,1775.32,Rail,1695,15,Yes,On-Time
O10264,2023-06-09,WH-004,P12659,Furniture,39,381.27,14869.529999999999,Sea,261,3,Yes,Cancelled
O10265,2023-03-15,WH-003,P27720,Automotive,30,159.06,4771.8,Rail,486,14,No,Delayed
O10266,2023-05-21,WH-004,P64904,Electronics,21,221.79,4657.59,Rail,1369,14,No,On-Time
O10267,2023-04-01,WH-005,P51839,Groceries,50,465.14,23257.0,Road,1682,7,No,On-Time
O10268,2023-06-30,WH-009,P19567,Apparel,42,495.74,20821.08,Road,1721,1,No,Cancelled
O10269,2023-09-13,WH-005,P94375,Electronics,6,174.64,1047.84,Rail,1689,7,No,Delayed
O10270,2023-09-21,WH-009,P17138,Apparel,31,85.19,2640.89,Rail,721,11,Yes,Delayed
O10271,2023-03-26,WH-006,P16356,Toys,23,499.51,11488.73,Air,1460,1,No,On-Time
O10272,2023-12-09,WH-003,P19465,Automotive,43,37.11,1595.73,Road,520,15,Yes,Cancelled
O10273,2023-05-11,WH-003,P28827,Toys,42,343.92,14444.640000000001,Air,1343,1,No,Cancelled
O10274,2023-02-25,WH-006,P18133,Automotive,38,486.09,18471.42,Sea,1146,9,No,Cancelled
O10275,2023-08-14,WH-009,P28308,Apparel,47,34.53,1622.91,Sea,1547,12,No,Cancelled
O10276,2023-02-27,WH-003,P23398,Electronics,21,386.77,8122.17,Road,1858,9,Yes,On-Time
O10277,2023-03-09,WH-003,P57669,Furniture,28,238.67,6682.759999999999,Air,375,12,No,Delayed
O10278,2023-07-02,WH-010,P15321,Electronics,44,131.84,5800.96,Sea,577,13,Yes,On-Time
O10279,2023-11-05,WH-008,P31307,Toys,28,472.61,13233.08,Road,224,3,No,Cancelled
O10280,2023-05-22,WH-004,P10063,Apparel,48,179.0,8592.0,Rail,176,5,Yes,Cancelled
O10281,2023-03-26,WH-002,P31365,Automotive,22,275.05,6051.1,Road,1701,4,Yes,On-Time
O10282,2023-12-01,WH-003,P52261,Automotive,13,243.14,3160.8199999999997,Sea,1401,5,Yes,Delayed
O10283,2023-03-11,WH-009,P83277,Toys,44,54.68,2405.92,Sea,711,14,No,On-Time
O10284,2023-09-02,WH-006,P16914,Automotive,46,229.17,10541.82,Sea,1063,15,Yes,On-Time
O10285,2023-06-09,WH-007,P68474,Groceries,31,236.25,7323.75,Sea,1996,5,No,On-Time
O10286,2023-01-20,WH-009,P37088,Furniture,23,164.76,3789.4799999999996,Air,483,8,Yes,Delayed
O10287,2023-04-12,WH-008,P56795,Groceries,34,93.86,3191.24,Air,1909,9,Yes,On-Time
O10288,2023-04-03,WH-002,P60072,Furniture,21,308.83,6485.429999999999,Road,1689,8,No,Delayed
O10289,2023-04-12,WH-003,P59437,Electronics,6,27.55,165.3,Road,1325,7,No,Delayed
O10290,2023-03-13,WH-004,P77232,Automotive,40,9.56,382.40000000000003,Rail,331,10,Yes,Cancelled
O10291,2023-04-09,WH-008,P62432,Electronics,41,460.31,18872.71,Air,1317,13,Yes,Cancelled
O10292,2023-08-15,WH-002,P21714,Automotive,10,288.69,2886.9,Rail,204,4,Yes,Delayed
O10293,2023-07-17,WH-002,P39327,Automotive,18,399.61,7192.9800000000005,Rail,1723,13,Yes,On-Time
O10294,2023-06-17,WH-009,P27768,Electronics,33,17.55,579.15,Rail,1681,13,Yes,On-Time
O10295,2023-05-10,WH-009,P61449,Apparel,24,294.85,7076.400000000001,Rail,634,3,Yes,Cancelled
O10296,2023-12-22,WH-006,P71904,Furniture,34,244.17,8301.779999999999,Air,564,11,No,Cancelled
O10297,2023-07-28,WH-007,P74136,Toys,40,363.84,14553.599999999999,Sea,1115,4,Yes,Cancelled
O10298,2023-05-05,WH-008,P70068,Groceries,44,493.05,21694.2,Sea,175,14,Yes,On-Time
O10299,2023-03-13,WH-007,P96118,Apparel,33,164.61,5432.13,Road,996,9,No,Delayed
O10300,2023-10-04,WH-004,P25643,Electronics,26,325.04,8451.04,Air,1887,10,Yes,Delayed
O10301,2023-09-08,WH-005,P12060,Automotive,29,34.15,990.3499999999999,Air,1401,3,No,Delayed
O10302,2023-11-15,WH-002,P21049,Electronics,43,175.34,7539.62,Rail,1964,9,No,Delayed
O10303,2023-09-08,WH-008,P73826,Groceries,28,308.61,8641.08,Air,185,15,Yes,On-Time
O10304,2023-01-12,WH-009,P58209,Electronics,41,5.25,215.25,Air,913,11,No,Delayed
O10305,2023-05-24,WH-007,P10250,Groceries,31,148.24,4595.4400000000005,Road,1619,6,No,On-Time
O10306,2023-12-31,WH-003,P30748,Electronics,39,378.65,14767.349999999999,Sea,1294,5,Yes,On-Time
O10307,2023-06-24,WH-008,P60154,Apparel,6,410.69,2464.14,Rail,832,11,No,Delayed
O10308,2023-09-20,WH-002,P20576,Toys,19,95.04,1805.7600000000002,Road,1623,1,No,Delayed
O10309,2023-02-02,WH-006,P97633,Toys,15,437.81,6567.15,Air,1955,6,No,On-Time
O10310,2023-01-18,WH-007,P53620,Apparel,4,151.3,605.2,Road,1497,12,No,On-Time
O10311,2023-02-05,WH-003,P70395,Automotive,24,43.32,1039.68,Rail,1224,1,No,Cancelled
O10312,2023-06-15,WH-006,P94787,Automotive,18,189.73,3415.14,Road,111,4,No,Delayed
O10313,2023-12-10,WH-008,P79202,Furniture,5,481.92,2409.6,Road,1914,4,No,Delayed
O10314,2023-03-19,WH-006,P97748,Electronics,36,195.15,7025.400000000001,Air,590,9,No,Delayed
O10315,2023-03-17,WH-009,P82417,Automotive,25,456.22,11405.5,Air,1825,6,No,On-Time
O10316,2023-07-19,WH-003,P89359,Electronics,42,376.95,15831.9,Rail,1167,3,Yes,On-Time
O10317,2023-04-09,WH-003,P29061,Electronics,14,21.25,297.5,Sea,1440,12,No,Cancelled
O10318,2023-09-14,WH-003,P95674,Electronics,11,93.59,1029.49,Sea,392,4,Yes,On-Time
O10319,2023-07-12,WH-001,P64838,Automotive,14,17.81,249.33999999999997,Rail,609,3,No,On-Time
O10320,2023-12-14,WH-002,P15174,Electronics,5,434.26,2171.3,Air,781,3,No,Cancelled
O10321,2023-12-26,WH-001,P57170,Apparel,22,295.9,6509.799999999999,Road,684,1,Yes,Delayed
O10322,2023-04-13,WH-007,P49893,Toys,35,263.21,9212.349999999999,Rail,795,4,Yes,Delayed
O10323,2023-05-05,WH-001,P36691,Automotive,3,146.41,439.23,Rail,319,13,Yes,Delayed
O10324,2023-01-19,WH-003,P18679,Automotive,50,51.29,2564.5,Air,1958,15,Yes,Cancelled
O10325,2023-03-04,WH-009,P94101,Toys,1,196.42,196.42,Sea,1210,1,Yes,Cancelled
O10326,2023-01-06,WH-005,P39899,Toys,20,218.98,4379.599999999999,Road,1205,1,Yes,Cancelled
O10327,2023-08-14,WH-006,P42206,Furniture,22,491.49,10812.78,Rail,1182,3,Yes,Delayed
O10328,2023-04-24,WH-008,P13387,Furniture,44,425.34,18714.96,Rail,390,12,No,On-Time
O10329,2023-03-04,WH-004,P19786,Toys,12,132.15,1585.8000000000002,Road,1135,14,Yes,Delayed
O10330,2024-01-01,WH-005,P53462,Electronics,23,341.76,7860.48,Sea,117,11,Yes,Cancelled
O10331,2023-01-26,WH-006,P90738,Toys,31,217.17,6732.2699999999995,Air,356,2,Yes,Cancelled
O10332,2023-03-05,WH-009,P51441,Apparel,27,494.91,13362.570000000002,Air,212,5,No,Delayed
O10333,2023-07-12,WH-003,P70256,Furniture,23,381.78,8780.939999999999,Rail,1272,6,No,Delayed
O10334,2023-08-15,WH-007,P54562,Toys,22,489.62,10771.64,Sea,842,13,Yes,Delayed
O10335,2023-08-29,WH-005,P67160,Automotive,26,76.95,2000.7,Rail,133,5,No,Delayed
O10336,2023-05-02,WH-004,P96654,Automotive,16,238.56,3816.96,Road,341,7,Yes,Cancelled
O10337,2023-04-27,WH-009,P78478,Furniture,32,115.27,3688.64,Sea,1683,15,Yes,Delayed
O10338,2023-08-02,WH-007,P99441,Toys,46,347.86,16001.560000000001,Air,1702,14,No,On-Time
O10339,2023-02-10,WH-010,P14888,Apparel,34,284.46,9671.64,Air,912,8,No,On-Time
O10340,2023-09-30,WH-001,P94620,Automotive,12,143.94,1727.28,Road,223,2,No,Delayed
O10341,2023-08-16,WH-006,P16508,Furniture,47,423.41,19900.27,Road,1250,4,No,Delayed
O10342,2023-03-23,WH-004,P38707,Furniture,42,155.33,6523.860000000001,Road,1831,8,No,Delayed
O10343,2023-01-07,WH-001,P93657,Electronics,8,377.56,3020.48,Rail,1992,11,Yes,On-Time
O10344,2023-01-16,WH-007,P67157,Furniture,37,333.82,12351.34,Sea,911,1,No,Delayed
O10345,2023-04-19,WH-006,P90116,Apparel,6,109.62,657.72,Rail,1513,12,No,Cancelled
O10346,2023-03-18,WH-009,P54439,Furniture,34,284.31,9666.54,Air,398,14,Yes,Cancelled
O10347,2023-05-24,WH-003,P32522,Electronics,38,95.6,3632.7999999999997,Sea,1907,6,Yes,Delayed
O10348,2023-03-25,WH-001,P91032,Toys,46,110.28,5072.88,Road,1393,7,Yes,Delayed
O10349,2023-03-26,WH-005,P29873,Furniture,2,118.96,237.92,Air,1464,10,Yes,On-Time
O10350,2023-01-04,WH-009,P20615,Groceries,10,259.06,2590.6,Road,1184,4,Yes,Delayed
O10351,2023-05-19,WH-005,P27124,Automotive,44,94.87,4174.280000000001,Rail,925,9,Yes,On-Time
O10352,2023-08-15,WH-010,P26733,Automotive,21,177.76,3732.96,Rail,338,1,No,Delayed
O10353,2023-10-07,WH-004,P19966,Automotive,24,190.61,4574.64,Road,292,10,No,Cancelled
O10354,2023-01-05,WH-001,P23311,Furniture,37,196.15,7257.55,Rail,1079,4,No,Delayed
O10355,2023-01-29,WH-006,P41105,Apparel,8,479.56,3836.48,Road,1641,5,No,Delayed
O10356,2023-07-13,WH-003,P17297,Automotive,41,161.44,6619.04,Rail,1943,6,Yes,On-Time
O10357,2023-07-28,WH-008,P36852,Automotive,41,485.38,19900.579999999998,Rail,138,11,Yes,Delayed
O10358,2023-03-05,WH-001,P28181,Electronics,4,189.64,758.56,Air,994,11,No,Cancelled
O10359,2023-01-30,WH-001,P24446,Apparel,17,176.96,3008.32,Rail,1768,6,Yes,Cancelled
O10360,2023-08-22,WH-009,P48556,Electronics,34,341.85,11622.900000000001,Air,1789,10,No,Delayed
O10361,2023-11-18,WH-007,P17663,Apparel,26,445.96,11594.96,Sea,1028,6,Yes,Cancelled
O10362,2023-06-10,WH-006,P28754,Furniture,3,382.86,1148.58,Road,642,3,No,On-Time
O10363,2023-03-02,WH-006,P40544,Apparel,36,19.7,709.1999999999999,Air,1257,6,No,Cancelled
O10364,2023-03-19,WH-004,P88252,Groceries,31,298.16,9242.960000000001,Road,698,13,No,Delayed
O10365,2023-03-25,WH-009,P87208,Apparel,5,11.86,59.3,Road,1704,14,Yes,On-Time
O10366,2023-06-12,WH-008,P26023,Furniture,16,26.9,430.4,Road,343,14,Yes,On-Time
O10367,2023-01-15,WH-001,P25261,Toys,16,195.27,3124.32,Air,1879,4,Yes,Delayed
O10368,2023-10-21,WH-004,P52510,Electronics,27,434.7,11736.9,Sea,134,1,No,Delayed
O10369,2023-08-02,WH-010,P82285,Groceries,32,421.72,13495.04,Road,103,10,No,Delayed
O10370,2023-09-03,WH-008,P57806,Automotive,29,430.11,12473.19,Sea,1105,14,Yes,Cancelled
O10371,2023-08-19,WH-007,P21286,Groceries,36,83.81,3017.16,Road,1196,6,Yes,Delayed
O10372,2023-10-24,WH-005,P83971,Furniture,28,333.37,9334.36,Air,1576,12,No,On-Time
O10373,2023-02-22,WH-001,P81279,Automotive,22,224.48,4938.5599999999995,Rail,1292,6,No,On-Time
O10374,2023-04-10,WH-002,P97322,Groceries,5,103.88,519.4,Rail,551,5,Yes,On-Time
O10375,2023-08-31,WH-009,P76991,Furniture,11,119.27,1311.97,Rail,1390,7,Yes,On-Time
O10376,2023-11-29,WH-008,P31524,Apparel,34,312.47,10623.980000000001,Air,818,10,No,On-Time
O10377,2023-10-29,WH-006,P47583,Electronics,34,205.87,6999.58,Air,1694,7,No,On-Time
O10378,2023-04-12,WH-002,P82360,Furniture,5,214.4,1072.0,Sea,311,3,Yes,Cancelled
O10379,2023-12-24,WH-006,P99794,Electronics,9,482.36,4341.24,Road,159,5,No,Cancelled
O10380,2023-08-16,WH-007,P82844,Automotive,31,200.86,6226.660000000001,Air,677,2,Yes,Cancelled
O10381,2023-03-10,WH-008,P96150,Groceries,30,364.43,10932.9,Air,1046,10,No,Delayed
O10382,2023-12-14,WH-010,P93580,Automotive,24,135.4,3249.6000000000004,Air,1756,2,No,Cancelled
O10383,2023-05-25,WH-003,P88254,Apparel,33,442.88,14615.039999999999,Rail,364,7,No,Delayed
O10384,2023-03-16,WH-010,P39638,Groceries,33,460.08,15182.64,Air,1923,9,No,Cancelled
O10385,2023-09-24,WH-002,P76724,Automotive,42,295.05,12392.1,Air,1727,5,No,On-Time
O10386,2023-12-21,WH-004,P43606,Automotive,24,472.43,11338.32,Air,338,10,Yes,On-Time
O10387,2023-05-12,WH-001,P16911,Apparel,20,289.2,5784.0,Road,1136,4,Yes,Cancelled
O10388,2023-11-10,WH-010,P52034,Furniture,49,338.19,16571.31,Air,1236,8,Yes,Cancelled
O10389,2023-07-02,WH-003,P63526,Furniture,23,40.25,925.75,Sea,667,11,No,On-Time
O10390,2023-12-03,WH-008,P99047,Apparel,4,206.4,825.6,Sea,1413,14,No,Delayed
O10391,2023-09-28,WH-001,P37417,Furniture,16,489.93,7838.88,Road,1370,10,Yes,Delayed
O10392,2023-02-03,WH-004,P57184,Furniture,50,335.7,16785.0,Rail,795,15,Yes,On-Time
O10393,2023-01-19,WH-010,P60344,Apparel,42,10.5,441.0,Road,1239,8,No,On-Time
O10394,2023-11-01,WH-002,P66022,Electronics,22,115.59,2542.98,Sea,1724,7,No,On-Time
O10395,2023-11-11,WH-002,P33843,Automotive,4,130.03,520.12,Sea,149,9,Yes,On-Time
O10396,2023-10-07,WH-002,P37327,Furniture,19,36.37,691.03,Road,597,4,No,Cancelled
O10397,2023-02-07,WH-008,P29976,Groceries,30,66.73,2001.9,Air,1848,9,No,Delayed
O10398,2023-01-05,WH-001,P55508,Apparel,26,87.51,2275.26,Road,987,4,Yes,Delayed
O10399,2023-04-27,WH-010,P93594,Furniture,36,20.58,740.8799999999999,Sea,293,2,Yes,On-Time
O10400,2023-07-01,WH-007,P85255,Automotive,48,484.58,23259.84,Road,1723,14,Yes,On-Time
O10401,2023-05-09,WH-001,P83469,Toys,50,485.21,24260.5,Sea,1957,12,No,Cancelled
O10402,2023-01-02,WH-010,P40602,Electronics,2,289.31,578.62,Road,219,8,Yes,Delayed
O10403,2023-08-03,WH-006,P93254,Apparel,29,326.38,9465.02,Rail,1884,5,Yes,Cancelled
O10404,2023-01-11,WH-010,P71519,Groceries,8,14.95,119.6,Road,201,8,Yes,Delayed
O10405,2023-02-04,WH-001,P54689,Toys,40,372.55,14902.0,Road,1316,6,Yes,Cancelled
O10406,2023-11-20,WH-004,P78201,Apparel,39,246.36,9608.04,Rail,1291,10,Yes,On-Time
O10407,2023-08-09,WH-007,P44375,Furniture,36,168.72,6073.92,Road,291,15,No,Cancelled
O10408,2023-02-10,WH-006,P94465,Automotive,29,191.45,5552.049999999999,Sea,1775,3,No,Delayed
O10409,2023-12-21,WH-003,P44352,Toys,6,177.98,1067.8799999999999,Air,941,2,No,On-Time
O10410,2023-12-03,WH-009,P46652,Automotive,37,126.44,4678.28,Sea,537,1,No,Cancelled
O10411,2023-08-16,WH-003,P23835,Furniture,7,216.18,1513.26,Air,592,9,No,Cancelled
O10412,2023-07-15,WH-005,P42216,Automotive,33,147.24,4858.92,Road,369,14,No,Cancelled
O10413,2023-02-04,WH-009,P32662,Furniture,24,493.51,11844.24,Rail,1942,11,Yes,Cancelled
O10414,2023-12-21,WH-010,P13158,Furniture,35,345.88,12105.8,Sea,1233,4,No,Delayed
O10415,2023-07-29,WH-005,P87154,Groceries,18,440.95,7937.099999999999,Rail,1605,10,No,Delayed
O10416,2023-06-24,WH-006,P69551,Toys,14,104.26,1459.64,Sea,1830,6,No,Cancelled
O10417,2023-10-09,WH-009,P59969,Toys,45,32.59,1466.5500000000002,Road,1988,4,No,Cancelled
O10418,2023-10-02,WH-002,P67689,Furniture,40,192.08,7683.200000000001,Road,1960,6,No,Cancelled
O10419,2023-08-01,WH-009,P52257,Automotive,7,338.42,2368.94,Air,1573,12,Yes,On-Time
O10420,2023-11-17,WH-004,P72526,Furniture,47,126.04,5923.88,Road,1686,1,Yes,Cancelled
O10421,2023-01-02,WH-004,P56045,Electronics,19,13.45,255.54999999999998,Rail,245,15,Yes,Delayed
O10422,2023-04-07,WH-006,P40775,Toys,22,286.18,6295.96,Rail,512,11,No,Cancelled
O10423,2023-11-23,WH-001,P15106,Automotive,10,489.8,4898.0,Road,1746,3,Yes,On-Time
O10424,2023-04-02,WH-007,P23274,Furniture,2,295.66,591.32,Road,803,5,Yes,On-Time
O10425,2023-06-16,WH-004,P35124,Toys,18,6.71,120.78,Sea,73,12,No,On-Time
O10426,2023-05-03,WH-004,P48537,Electronics,24,280.42,6730.08,Rail,707,8,Yes,Delayed
O10427,2023-10-31,WH-008,P52345,Furniture,16,85.28,1364.48,Sea,423,3,Yes,Cancelled
O10428,2023-05-07,WH-007,P41030,Furniture,23,70.81,1628.63,Road,1704,9,Yes,On-Time
O10429,2023-10-11,WH-008,P83568,Furniture,25,450.71,11267.75,Sea,1171,10,No,Delayed
O10430,2023-02-13,WH-004,P88528,Automotive,8,335.1,2680.8,Road,1086,3,Yes,Delayed
O10431,2023-06-17,WH-001,P86039,Automotive,39,65.74,2563.8599999999997,Rail,961,1,Yes,Cancelled
O10432,2023-01-10,WH-006,P71835,Apparel,9,138.55,1246.95,Air,1244,11,No,On-Time
O10433,2023-05-30,WH-002,P16346,Electronics,35,402.91,14101.85,Road,1254,11,No,Cancelled
O10434,2023-03-24,WH-007,P84829,Automotive,5,163.5,817.5,Rail,1424,7,Yes,Cancelled
O10435,2023-04-18,WH-010,P39944,Electronics,21,289.8,6085.8,Road,1610,14,No,On-Time
O10436,2023-06-09,WH-005,P19635,Apparel,17,123.05,2091.85,Air,782,10,No,On-Time
O10437,2023-08-27,WH-005,P53961,Apparel,31,482.73,14964.630000000001,Road,593,9,Yes,Delayed
O10438,2023-04-28,WH-005,P11635,Automotive,17,235.22,3998.74,Sea,105,13,Yes,Delayed
O10439,2023-06-09,WH-008,P61651,Automotive,11,298.57,3284.27,Rail,736,6,Yes,Cancelled
O10440,2023-12-10,WH-005,P99155,Apparel,33,405.94,13396.02,Sea,1919,6,Yes,Delayed
O10441,2023-11-04,WH-006,P90175,Automotive,11,220.57,2426.27,Rail,1794,14,Yes,Cancelled
O10442,2023-04-20,WH-006,P38879,Groceries,22,446.39,9820.58,Road,96,3,Yes,Delayed
O10443,2023-10-23,WH-007,P97558,Automotive,47,484.97,22793.59,Rail,1420,4,Yes,Delayed
O10444,2023-09-26,WH-010,P16183,Apparel,45,483.8,21771.0,Air,1241,4,No,Delayed
O10445,2023-07-26,WH-007,P90175,Electronics,27,415.32,11213.64,Air,917,2,Yes,Delayed
O10446,2023-09-13,WH-003,P73652,Groceries,16,376.82,6029.12,Rail,766,12,No,Cancelled
O10447,2023-01-11,WH-007,P49872,Furniture,4,311.68,1246.72,Rail,1422,5,No,Delayed
O10448,2023-04-01,WH-002,P20503,Electronics,35,370.9,12981.5,Road,1622,9,Yes,Cancelled
O10449,2023-12-26,WH-003,P57720,Toys,17,143.14,2433.3799999999997,Air,1084,9,Yes,On-Time
O10450,2023-02-03,WH-010,P24092,Toys,19,371.26,7053.94,Road,123,14,No,Delayed
O10451,2023-08-11,WH-001,P36613,Apparel,20,213.44,4268.8,Road,1726,3,Yes,Delayed
O10452,2023-05-16,WH-004,P30988,Automotive,13,482.64,6274.32,Air,324,14,Yes,Delayed
O10453,2023-01-02,WH-007,P41296,Automotive,1,183.46,183.46,Road,1742,1,No,On-Time
O10454,2023-03-10,WH-008,P93668,Automotive,39,443.72,17305.08,Sea,683,9,Yes,Delayed
O10455,2023-07-22,WH-008,P89503,Toys,23,389.17,8950.91,Sea,222,5,No,Cancelled
O10456,2023-07-22,WH-002,P42943,Electronics,8,400.45,3203.6,Rail,1722,10,No,On-Time
O10457,2023-11-19,WH-008,P64264,Apparel,48,277.96,13342.079999999998,Sea,1996,12,No,Cancelled
O10458,2023-05-27,WH-008,P48306,Groceries,44,27.58,1213.52,Rail,1860,2,No,Cancelled
O10459,2023-01-05,WH-003,P33654,Furniture,20,383.83,7676.599999999999,Sea,1397,14,Yes,Cancelled
O10460,2023-05-15,WH-007,P32136,Electronics,30,387.32,11619.6,Rail,106,8,Yes,Delayed
O10461,2023-04-15,WH-008,P79403,Electronics,1,449.08,449.08,Sea,1341,13,Yes,On-Time
O10462,2023-04-05,WH-009,P38430,Furniture,30,168.7,5061.0,Rail,563,14,No,Delayed
O10463,2023-07-30,WH-004,P60675,Groceries,5,234.72,1173.6,Air,1400,6,No,Cancelled
O10464,2023-09-09,WH-008,P91810,Automotive,42,32.6,1369.2,Road,994,9,No,Delayed
O10465,2023-11-10,WH-002,P29989,Toys,19,301.36,5725.84,Rail,1091,4,Yes,On-Time
O10466,2023-11-10,WH-001,P28259,Automotive,7,210.11,1470.77,Air,318,9,Yes,Delayed
O10467,2023-04-09,WH-007,P43637,Electronics,10,425.24,4252.4,Air,1147,4,No,Cancelled
O10468,2023-07-26,WH-001,P97293,Groceries,23,39.34,904.82,Road,1939,12,Yes,Cancelled
O10469,2023-10-09,WH-005,P63847,Groceries,49,84.77,4153.73,Air,864,6,Yes,Delayed
O10470,2023-08-08,WH-005,P92901,Groceries,18,484.04,8712.720000000001,Road,53,8,No,On-Time
O10471,2023-12-17,WH-006,P87377,Furniture,35,143.08,5007.8,Sea,675,4,Yes,Delayed
O10472,2023-08-19,WH-002,P96149,Toys,28,73.53,2058.84,Rail,53,12,Yes,Delayed
O10473,2023-09-03,WH-006,P99674,Groceries,30,386.61,11598.300000000001,Road,1300,11,No,On-Time
O10474,2023-12-12,WH-010,P36670,Electronics,22,400.61,8813.42,Rail,1691,5,Yes,Delayed
O10475,2023-03-06,WH-009,P58466,Groceries,16,222.48,3559.68,Road,1700,15,Yes,On-Time
O10476,2023-02-05,WH-010,P75499,Automotive,8,206.58,1652.64,Road,1861,1,No,Cancelled
O10477,2023-11-25,WH-001,P85307,Toys,4,429.58,1718.32,Sea,1857,8,Yes,On-Time
O10478,2023-01-06,WH-009,P62754,Toys,12,290.74,3488.88,Road,1987,10,No,Delayed
O10479,2023-12-20,WH-004,P19820,Toys,39,319.2,12448.8,Air,627,7,No,Cancelled
O10480,2023-03-13,WH-003,P28467,Toys,4,373.25,1493.0,Air,1712,12,Yes,On-Time
O10481,2023-06-16,WH-006,P68718,Automotive,1,132.14,132.14,Air,308,12,Yes,Delayed
O10482,2023-04-04,WH-002,P93253,Groceries,36,128.54,4627.44,Sea,1957,7,Yes,Cancelled
O10483,2023-06-18,WH-001,P84015,Furniture,15,210.6,3159.0,Sea,1424,4,Yes,Cancelled
O10484,2023-06-14,WH-003,P75940,Apparel,28,249.24,6978.72,Rail,457,4,No,Cancelled
O10485,2023-02-23,WH-009,P92695,Furniture,3,347.21,1041.6299999999999,Sea,1861,7,No,Delayed
O10486,2023-01-16,WH-005,P76368,Apparel,48,218.68,10496.64,Road,1951,13,Yes,On-Time
O10487,2023-10-17,WH-005,P81464,Toys,29,60.58,1756.82,Sea,285,3,Yes,On-Time
O10488,2023-01-28,WH-007,P79502,Apparel,22,213.79,4703.38,Air,1710,4,Yes,On-Time
O10489,2023-12-22,WH-010,P71269,Electronics,5,332.78,1663.8999999999999,Rail,430,4,No,On-Time
O10490,2023-01-28,WH-002,P73123,Apparel,32,129.99,4159.68,Road,1443,5,Yes,Cancelled
O10491,2023-10-24,WH-008,P26743,Furniture,46,126.92,5838.32,Air,798,9,No,Cancelled
O10492,2023-06-01,WH-005,P95755,Apparel,24,362.39,8697.36,Road,94,13,Yes,Delayed
O10493,2023-11-09,WH-007,P90844,Furniture,22,162.53,3575.66,Road,175,1,Yes,On-Time
O10494,2023-03-04,WH-005,P43670,Groceries,45,498.45,22430.25,Road,196,9,Yes,Cancelled
O10495,2023-03-14,WH-009,P16150,Automotive,45,199.04,8956.8,Air,749,12,Yes,Delayed
O10496,2023-07-19,WH-006,P51364,Groceries,44,115.33,5074.5199999999995,Rail,1289,1,Yes,On-Time
O10497,2023-01-04,WH-002,P15873,Furniture,21,242.96,5102.16,Sea,1795,3,No,Delayed
O10498,2023-05-31,WH-005,P69487,Automotive,20,13.23,264.6,Road,1912,3,No,Cancelled
O10499,2023-12-11,WH-010,P28585,Automotive,38,187.98,7143.24,Road,989,6,No,On-Time
O10500,2023-10-14,WH-004,P13442,Toys,6,46.13,276.78000000000003,Road,1283,10,No,On-Time
O10501,2023-09-28,WH-009,P85180,Furniture,33,163.32,5389.5599999999995,Air,1804,3,No,Cancelled
O10502,2023-08-07,WH-002,P10202,Apparel,40,412.09,16483.6,Sea,1005,2,No,Delayed
O10503,2023-09-12,WH-009,P41173,Toys,23,341.34,7850.82,Road,1385,15,No,Delayed
O10504,2023-07-14,WH-009,P68259,Apparel,19,102.51,1947.69,Rail,1364,11,Yes,Cancelled
O10505,2023-07-16,WH-006,P16019,Furniture,19,470.5,8939.5,Air,588,8,Yes,Cancelled
O10506,2023-05-21,WH-010,P25156,Furniture,25,435.82,10895.5,Road,878,14,Yes,Delayed
O10507,2023-10-01,WH-001,P11961,Apparel,18,179.09,3223.62,Sea,992,7,No,Cancelled
O10508,2023-01-27,WH-010,P48516,Furniture,11,93.83,1032.1299999999999,Rail,1503,12,Yes,Delayed
O10509,2023-11-04,WH-004,P71866,Groceries,27,169.02,4563.54,Sea,1985,2,Yes,Cancelled
O10510,2023-12-07,WH-006,P96416,Toys,9,75.96,683.64,Sea,245,15,No,On-Time
O10511,2023-01-24,WH-005,P67538,Automotive,12,177.04,2124.48,Air,286,15,Yes,Delayed
O10512,2023-07-13,WH-003,P37570,Electronics,50,129.79,6489.5,Air,1981,15,Yes,On-Time
O10513,2023-02-13,WH-004,P51286,Groceries,14,61.9,866.6,Sea,1564,10,Yes,On-Time
O10514,2023-11-01,WH-004,P86563,Apparel,25,285.76,7144.0,Sea,1094,12,No,Cancelled
O10515,2023-08-17,WH-002,P80226,Groceries,44,142.73,6280.12,Air,1927,7,Yes,Cancelled
O10516,2023-08-01,WH-004,P83043,Apparel,32,259.06,8289.92,Rail,93,6,Yes,Cancelled
O10517,2023-08-13,WH-010,P12344,Groceries,1,444.78,444.78,Rail,1214,3,No,On-Time
O10518,2023-07-24,WH-005,P38361,Furniture,15,196.98,2954.7,Road,863,15,Yes,Delayed
O10519,2023-12-15,WH-008,P79641,Toys,21,161.49,3391.29,Sea,474,7,Yes,On-Time
O10520,2023-03-24,WH-001,P38884,Furniture,37,456.82,16902.34,Road,1384,3,Yes,Cancelled
O10521,2023-03-21,WH-003,P96395,Automotive,3,240.57,721.71,Sea,1563,15,Yes,Cancelled
O10522,2023-01-08,WH-003,P30003,Automotive,2,273.08,546.16,Rail,1009,8,No,On-Time
